28.301165,21.713163,0,0,0
60.273575,22.083736,1,0,0
92.367523,21.829660,2,0,0
123.772667,22.547428,3,0,0
156.894073,21.865793,4,0,0
188.524338,21.709522,5,0,0
221.806961,21.443829,6,0,0
253.563522,21.840191,7,0,0
286.050995,21.831394,8,0,0
317.485046,21.779058,9,0,0
350.115540,22.000242,10,0,0
382.216888,21.916712,11,0,0
415.158539,22.053076,12,0,0
447.065338,21.894793,13,0,0
478.583466,22.179691,14,0,0
511.313660,22.346334,15,0,0
543.638367,21.435337,16,0,0
575.609924,22.013790,17,0,0
608.535278,22.309950,18,0,0
640.467468,21.619867,19,0,0
672.474670,22.068624,20,0,0
704.810486,21.693069,21,0,0
737.040649,21.698580,22,0,0
769.508911,21.665150,23,0,0
801.451050,21.863306,24,0,0
834.174011,21.354860,25,0,0
866.152283,21.612785,26,0,0
898.552124,22.313911,27,0,0
930.724365,21.852283,28,0,0
962.433044,22.262642,29,0,0
995.028320,22.562550,30,0,0
1027.336426,22.580894,31,0,0
1059.433960,22.497519,32,0,0
1091.310425,22.280556,33,0,0
1124.166382,22.965525,34,0,0
1156.556030,22.270435,35,0,0
1188.305786,22.355345,36,0,0
1220.519653,22.424173,37,0,0
1252.698242,22.552948,38,0,0
28.343124,54.445816,0,1,0
60.271606,54.288120,1,1,0
92.594612,54.260498,2,1,0
124.450554,54.113026,3,1,0
156.597198,53.805511,4,1,0
188.877563,54.606846,5,1,0
221.607651,53.390820,6,1,0
253.538162,54.448425,7,1,0
285.709381,54.081631,8,1,0
318.469940,53.693047,9,1,0
350.234528,54.390652,10,1,0
382.308960,54.203541,11,1,0
414.644653,54.090355,12,1,0
446.534668,53.908260,13,1,0
478.809631,53.966381,14,1,0
510.889740,54.363976,15,1,0
543.450134,54.315178,16,1,0
575.966248,54.488575,17,1,0
608.373352,53.868656,18,1,0
639.989136,54.092129,19,1,0
672.533875,54.599510,20,1,0
705.262939,53.440918,21,1,0
736.917725,54.704071,22,1,0
769.417419,54.594212,23,1,0
801.481018,54.694313,24,1,0
834.322388,54.120937,25,1,0
866.698059,54.382549,26,1,0
898.485596,54.398758,27,1,0
931.274353,54.186443,28,1,0
962.782227,54.722641,29,1,0
994.980774,54.688660,30,1,0
1027.693970,54.143120,31,1,0
1059.702148,54.574146,32,1,0
1091.505737,54.153316,33,1,0
1123.584595,54.265629,34,1,0
1156.056519,54.554981,35,1,0
1188.330688,55.030628,36,1,0
1220.488159,55.035122,37,1,0
1253.500000,54.345516,38,1,0
27.778528,86.400131,0,2,0
60.520248,86.725906,1,2,0
92.315956,86.373756,2,2,0
124.469902,86.351654,3,2,0
156.271729,86.597450,4,2,0
189.270218,86.276535,5,2,0
221.241821,86.440636,6,2,0
253.534210,86.405304,7,2,0
285.472046,86.389862,8,2,0
318.202301,86.682289,9,2,0
349.853088,86.535522,10,2,0
382.410828,86.618423,11,2,0
415.068359,86.628624,12,2,0
446.270203,86.278152,13,2,0
479.643494,86.482391,14,2,0
511.372955,86.294495,15,2,0
543.131226,86.258492,16,2,0
576.030945,85.692375,17,2,0
607.334717,86.175003,18,2,0
640.268921,86.122192,19,2,0
672.346252,86.413277,20,2,0
704.715759,86.236504,21,2,0
736.927368,86.649689,22,2,0
769.557068,86.389175,23,2,0
801.424683,86.631653,24,2,0
833.774231,86.752304,25,2,0
866.530334,86.557251,26,2,0
898.289917,86.235809,27,2,0
930.434998,86.503418,28,2,0
962.918762,86.519669,29,2,0
994.856262,86.885338,30,2,0
1027.315674,86.478050,31,2,0
1059.682129,86.699905,32,2,0
1091.559814,86.422874,33,2,0
1123.463623,86.950508,34,2,0
1156.200806,86.472099,35,2,0
1188.138306,86.775032,36,2,0
1220.463135,87.326469,37,2,0
1253.649292,86.556961,38,2,0
27.896805,118.525787,0,3,0
59.992256,118.638809,1,3,0
92.440598,118.595169,2,3,0
124.651276,118.696342,3,3,0
156.631287,118.696091,4,3,0
189.094543,118.917747,5,3,0
221.606171,118.177910,6,3,0
253.343140,118.247856,7,3,0
285.578156,118.526352,8,3,0
317.364227,118.202858,9,3,0
350.593048,118.699547,10,3,0
382.241821,118.406693,11,3,0
414.401276,118.292412,12,3,0
446.246307,118.595436,13,3,0
478.690613,118.659073,14,3,0
510.991333,118.388611,15,3,0
543.401184,118.479546,16,3,0
575.723816,118.699669,17,3,0
607.895630,119.364548,18,3,0
640.202759,118.485313,19,3,0
672.667664,118.839554,20,3,0
704.751648,118.047531,21,3,0
736.699097,118.871094,22,3,0
769.187866,118.588356,23,3,0
801.479736,118.685387,24,3,0
833.840454,118.616928,25,3,0
865.442505,118.994972,26,3,0
898.303833,118.782394,27,3,0
931.098328,119.415588,28,3,0
962.556396,118.330551,29,3,0
995.042297,118.747536,30,3,0
1027.295776,118.762947,31,3,0
1059.324707,118.865082,32,3,0
1091.909302,119.216927,33,3,0
1123.746582,118.749771,34,3,0
1156.625366,119.514778,35,3,0
1188.342773,119.385788,36,3,0
1220.688477,119.116898,37,3,0
1252.617676,119.357262,38,3,0
27.683317,151.376755,0,4,0
60.076229,150.725922,1,4,0
92.737366,150.424881,2,4,0
124.684441,150.455917,3,4,0
156.612259,150.731155,4,4,0
188.981857,150.654465,5,4,0
221.343018,150.540985,6,4,0
252.939148,150.959183,7,4,0
285.337860,151.044083,8,4,0
317.639923,150.891235,9,4,0
350.133759,150.525101,10,4,0
382.172089,150.951965,11,4,0
414.677063,150.920609,12,4,0
446.617889,151.118484,13,4,0
479.349548,151.594574,14,4,0
511.314636,150.581802,15,4,0
543.279663,150.493347,16,4,0
576.256531,150.371185,17,4,0
608.121887,150.833832,18,4,0
640.464844,151.277252,19,4,0
672.546692,150.727386,20,4,0
704.666748,151.158493,21,4,0
737.389404,151.288803,22,4,0
769.499390,150.523209,23,4,0
801.687378,150.833633,24,4,0
833.944092,150.818069,25,4,0
866.451050,151.111847,26,4,0
898.496643,150.439804,27,4,0
930.385681,151.641235,28,4,0
963.269592,151.080978,29,4,0
995.396423,150.696213,30,4,0
1027.336182,151.285370,31,4,0
1059.456787,151.548187,32,4,0
1091.948608,151.479462,33,4,0
1124.525635,151.196915,34,4,0
1155.985352,151.668945,35,4,0
1188.763428,151.689362,36,4,0
1220.702148,151.262329,37,4,0
1252.508179,151.328949,38,4,0
27.965321,183.365814,0,5,0
59.903423,183.054382,1,5,0
92.380829,183.011902,2,5,0
124.485352,183.288605,3,5,0
156.652466,183.019257,4,5,0
188.736542,183.137253,5,5,0
221.524887,183.318405,6,5,0
253.266312,183.053406,7,5,0
285.424438,182.793091,8,5,0
317.865967,182.546707,9,5,0
350.305939,182.972153,10,5,0
382.024231,182.950546,11,5,0
414.668579,182.883926,12,5,0
447.109344,182.725571,13,5,0
479.492889,183.115082,14,5,0
511.488953,183.029663,15,5,0
543.460999,183.044098,16,5,0
575.877625,183.234268,17,5,0
607.599670,182.835739,18,5,0
640.396912,183.311295,19,5,0
672.343689,183.620483,20,5,0
704.255737,183.150787,21,5,0
737.161560,182.410065,22,5,0
769.407715,183.350815,23,5,0
801.602844,183.308365,24,5,0
833.716736,182.917313,25,5,0
866.726990,183.518066,26,5,0
898.694946,183.328018,27,5,0
930.296814,183.240692,28,5,0
962.650818,183.067764,29,5,0
995.092468,182.758072,30,5,0
1027.340576,183.466248,31,5,0
1059.750366,183.145752,32,5,0
1091.986084,183.685822,33,5,0
1124.318604,183.610382,34,5,0
1156.636108,183.361282,35,5,0
1188.093628,183.420715,36,5,0
1220.457520,183.162018,37,5,0
1252.671265,183.423279,38,5,0
27.562033,215.400604,0,6,0
59.320694,215.535736,1,6,0
